# Generated workload
name,arrival,burst
249,630,68
250,631,99
251,634,75
252,638,85
253,638,76
254,642,94
255,642,85
256,645,59
257,648,90
258,648,79
259,651,51
260,656,78
261,657,97
262,658,69
263,662,96
264,663,83
265,667,64
266,669,92
267,674,88
268,676,91
269,677,83
270,678,92
271,682,98
272,682,68
273,682,72
274,685,92
275,685,59
276,690,86
277,694,77
278,696,51
279,700,100
280,701,75
281,705,98
282,707,84
283,712,59
284,715,92
285,717,55
286,721,74
287,725,74
288,727,76
289,732,54
290,733,50
291,737,80
292,740,56
293,745,93
294,746,99
295,747,83
296,749,86
297,751,98
298,751,66
299,752,99
300,754,75
301,758,59
302,759,87
303,761,82
304,763,90
305,763,51
306,764,80
307,765,50
308,765,92
309,769,77
310,773,75
311,776,54
312,776,57
313,779,82
314,780,54
315,780,92
316,781,89
317,783,51
318,783,54
319,786,83
320,786,89
321,791,67
322,791,68
323,796,88
324,796,97
325,798,53
326,801,76
327,802,90
328,806,62
329,810,78
330,815,76
331,820,59
332,820,96
333,822,64
334,827,67
335,829,51
336,832,78
337,835,88
338,837,75
339,838,53
340,843,78
341,844,96
342,847,98
343,850,92
344,851,88
345,852,72
346,852,85
347,852,97
348,855,96
349,860,80
350,863,53
351,864,86
352,869,88
353,869,99
354,871,51
355,874,83
356,879,84
357,881,54
358,882,62
359,883,79
360,884,55
361,885,70
362,887,95
363,888,62
364,890,75
365,890,79
366,894,55
367,897,50
368,898,60
369,903,56
370,903,88
371,904,50
372,907,57
373,908,98
374,911,65
375,915,92
376,917,58
377,920,81
378,924,86
379,926,74
380,926,62
381,927,78
382,927,92
383,931,68
384,933,66
385,937,53
386,942,60
387,946,70
388,946,59
389,949,68
390,953,52
391,953,77
392,955,68
393,955,65
394,958,63
395,963,66
396,963,75
397,966,84
398,966,59
399,969,97
400,972,92
401,976,60
402,977,54
403,977,60
404,982,55
405,985,87
406,989,61
407,989,90
408,990,66
409,994,76
410,995,86
411,999,71
412,1004,81
413,1009,93
414,1013,78
415,1014,98
416,1017,64
417,1021,65
418,1021,82
419,1022,84
420,1027,70
421,1030,51
422,1032,64
423,1036,98
424,1039,97
425,1039,81
426,1044,87
427,1048,96
428,1053,77
429,1056,93
430,1056,79
431,1059,94
432,1059,75
433,1062,65
434,1065,83
435,1066,100
436,1066,73
437,1066,74
438,1070,59
439,1070,92
440,1071,61
441,1072,90
442,1074,70
443,1079,60
444,1079,75
445,1084,92
446,1086,50
447,1088,84
448,1091,56
449,1096,66
450,1099,86
451,1100,96
452,1100,83
453,1105,99
454,1106,54
455,1110,58
456,1112,86
457,1115,79
458,1119,52
459,1123,87
460,1127,99
461,1132,67
462,1133,77
463,1137,88
464,1141,68
465,1145,51
466,1146,58
467,1146,71
468,1146,88
469,1151,96
470,1152,92
471,1156,77
472,1161,88
473,1166,94
474,1168,82
475,1170,91
476,1171,69
477,1175,71
478,1180,89
479,1184,85
480,1189,54
481,1194,55
482,1196,72
483,1199,90
484,1203,82
485,1206,98
486,1206,94
487,1211,78
488,1211,72
489,1212,65
490,1216,75
491,1219,74
492,1222,62
493,1226,99
494,1231,61
495,1231,89
496,1234,67
497,1237,99
498,1237,89
499,1237,96
500,1242,92
501,1245,81
502,1249,84
503,1252,74
504,1256,59
505,1260,86
506,1263,82
507,1266,95
508,1267,58
509,1269,83
510,1273,62
511,1276,97
512,1276,100
513,1281,84
514,1283,93
515,1287,50
516,1290,91
517,1291,93
518,1296,100
519,1297,73
520,1297,94
521,1299,51
522,1304,73
523,1307,74
524,1312,89
525,1314,93
526,1317,86
527,1317,51
528,1322,57
529,1323,67
530,1327,61
531,1332,71
532,1334,67
533,1336,61
534,1340,75
535,1343,87
536,1346,62
537,1347,72
538,1351,68
539,1352,90
540,1353,90
541,1354,93
542,1358,97
543,1362,67
544,1365,64
545,1366,84
546,1370,56
547,1372,75
548,1373,66
549,1373,93
550,1378,70
551,1379,84
552,1381,96
553,1384,61
554,1386,74
555,1387,86
556,1388,75
557,1392,64
558,1397,64
559,1399,83
560,1403,100
561,1408,73
562,1408,64
563,1412,56
564,1416,95
565,1419,73
566,1421,51
567,1426,81
568,1430,66
569,1433,85
570,1435,51
571,1439,70
572,1442,99
573,1447,68
574,1449,64
575,1449,62
576,1451,90
577,1455,57
578,1460,82
579,1464,54
580,1464,80
581,1468,80
582,1469,53
583,1470,83
584,1475,71
585,1479,65
586,1481,100
587,1481,55
588,1483,63
589,1486,69
590,1486,70
591,1488,79
592,1488,70
593,1490,62
594,1490,63
595,1495,61
596,1497,89
597,1498,76
598,1501,96
599,1505,56
600,1506,77
601,1509,70
602,1509,51
603,1513,67
604,1514,94
605,1519,56
606,1521,99
607,1521,52
608,1523,61
609,1526,74
610,1530,83
611,1530,94
612,1534,83
613,1537,85
614,1537,88
615,1542,58
616,1545,50
617,1547,73
618,1548,65
619,1552,83
620,1556,99
621,1558,75
622,1559,58
623,1561,85
624,1564,76
625,1564,70
626,1568,82
627,1571,100
628,1574,84
629,1577,67
630,1579,60
631,1580,81
632,1585,71
633,1589,71
634,1594,92
635,1596,84
636,1601,71
637,1606,87
638,1609,73
639,1611,100
640,1616,89
641,1618,61
642,1622,58
643,1624,89
644,1624,55
645,1629,77
646,1631,51
647,1632,50
648,1632,52
649,1633,69
650,1635,90
651,1636,87
652,1641,64
653,1641,65
654,1642,91
655,1642,70
656,1644,54
657,1645,50
658,1647,71
659,1650,52
660,1654,63
661,1659,90
662,1662,85
663,1667,61
664,1672,56
665,1674,69
666,1676,83
667,1680,89
668,1683,74
669,1687,89
670,1692,81
671,1693,81
672,1698,64
673,1701,78
674,1706,100
675,1709,96
676,1711,91
677,1714,59
678,1719,50
679,1720,73
680,1724,97
681,1729,60
682,1731,68
683,1732,54
684,1736,63
685,1737,95
686,1741,56
687,1746,58
688,1747,54
689,1748,62
690,1752,59
691,1757,50
692,1762,69
693,1766,55
694,1766,74
695,1771,50
696,1771,83
697,1772,76
698,1774,81
699,1775,63
700,1780,85
701,1783,72
702,1783,84
703,1784,99
704,1787,75
705,1791,95
706,1791,92
707,1794,61
708,1795,72
709,1798,79
710,1800,66
711,1805,73
712,1809,90
713,1811,80
714,1812,74
715,1813,86
716,1813,70
717,1814,89
718,1814,82
719,1819,97
720,1822,74
721,1827,85
722,1828,96
723,1828,75
724,1828,85
725,1829,95
726,1832,57
727,1837,80
728,1838,54
729,1841,93
730,1842,62
731,1845,100
732,1850,96
733,1851,86
734,1856,87
735,1857,51
736,1859,61
737,1860,59
738,1864,86
739,1868,63
740,1873,76
741,1874,56
742,1879,77
743,1881,92
744,1885,54
745,1890,69
746,1891,85
747,1895,59
748,1896,60
749,1898,91
750,1900,94
751,1901,100
752,1905,84
753,1906,70
754,1910,69
755,1912,76
756,1912,81
757,1917,91
758,1920,97
759,1925,81
760,1926,60
761,1929,68
762,1930,51
763,1934,71
764,1936,66
765,1940,99
766,1943,89
767,1948,96
768,1948,61
769,1951,88
770,1955,78
771,1955,61
772,1959,61
773,1962,54
774,1963,53
775,1965,65
776,1970,88
777,1973,98
778,1977,81
779,1982,57
780,1983,81
781,1988,70
782,1989,87
783,1993,83
784,1994,58
785,1995,51
786,2000,98
787,2000,58
788,2002,75
789,2007,100
790,2012,53
791,2016,62
792,2017,52
793,2017,66
794,2021,81
795,2025,93
796,2028,83
797,2032,82
798,2036,78
799,2038,93
800,2039,94
801,2044,96
802,2049,73
803,2054,82
804,2056,61
805,2057,90
806,2061,75
807,2061,98
808,2061,62
809,2061,67
810,2063,65
811,2066,91
812,2066,86
813,2070,70
814,2070,79
815,2070,72
816,2071,63
817,2076,86
818,2076,51
819,2077,91
820,2081,60
821,2086,87
822,2091,72
823,2096,51
824,2096,69
825,2097,80
826,2099,91
827,2104,82
828,2105,53
829,2109,62
830,2109,86
831,2112,80
832,2112,63
833,2117,87
834,2120,55
835,2124,57
836,2125,75
837,2125,90
838,2126,96
839,2127,57
840,2128,60
841,2128,93
842,2133,79
843,2136,79
844,2141,58
845,2141,57
846,2145,99
847,2150,93
848,2150,57
849,2150,74
850,2153,56
851,2154,61
852,2154,57
853,2158,96
854,2158,78
855,2159,96
856,2161,92
857,2166,83
858,2169,65
859,2170,89
860,2175,96
861,2176,52
862,2178,86
863,2179,77
864,2182,71
865,2183,84
866,2183,92
867,2184,79
868,2189,92
869,2191,99
870,2195,56
871,2196,98
872,2198,61
873,2198,55
874,2200,51
875,2204,93
876,2207,90
877,2211,58
878,2213,50
879,2217,92
880,2219,58
881,2220,88
882,2222,74
883,2223,51
884,2227,62
885,2232,73
886,2234,96
887,2237,100
888,2237,97
889,2242,91
890,2242,63
891,2247,92
892,2251,88
893,2253,58
894,2258,87
895,2261,51
896,2261,64
897,2264,57
898,2265,67
899,2266,77
900,2268,85
901,2270,84
902,2272,74
903,2274,98
904,2275,63
905,2275,66
906,2275,97
907,2276,51
908,2277,80
909,2277,77
910,2277,73
911,2281,60
912,2284,64
913,2288,81
914,2290,53
915,2291,88
916,2295,53
917,2298,96
918,2303,55
919,2306,77
920,2310,51
921,2313,64
922,2314,58
923,2316,83
924,2321,56
925,2323,70
926,2325,60
927,2330,90
928,2335,50
929,2336,94
930,2341,68
931,2341,65
932,2341,57
933,2341,89
934,2343,75
935,2346,86
936,2351,78
937,2353,77
938,2355,89
939,2355,73
940,2358,87
941,2363,99
942,2365,73
943,2367,77
944,2368,65
945,2370,80
946,2370,58
947,2372,79
948,2375,50
949,2375,52
950,2379,53
951,2379,100
952,2383,57
953,2383,63
954,2383,97
955,2386,85
956,2387,56
957,2390,75
958,2392,98
959,2392,81
960,2393,77
961,2397,52
962,2401,50
963,2405,56
964,2410,92
965,2412,78
966,2412,59
967,2416,51
968,2421,56
969,2423,95
970,2423,79
971,2423,62
972,2427,52
973,2430,78
974,2430,65
975,2430,79
976,2435,64
977,2437,55
978,2437,68
979,2439,83
980,2441,81
981,2443,62
982,2446,61
983,2446,95
984,2447,51
985,2447,86
986,2450,61
987,2452,84
988,2456,93
989,2458,78
990,2461,95
991,2464,88
992,2466,81
993,2466,63
994,2466,85
995,2466,71
996,2467,92
997,2468,88
998,2471,60
999,2474,66
1000,2477,75
1001,2480,59
1002,2480,72
1003,2484,54
1004,2488,65
1005,2489,94
1006,2492,51
1007,2492,53
1008,2494,75
1009,2497,77
1010,2497,69
1011,2499,90
1012,2503,51
1013,2503,100
1014,2503,53
1015,2506,87
1016,2509,92
1017,2512,57
1018,2514,52
1019,2514,97
1020,2519,66
1021,2523,65
1022,2527,99
1023,2531,54
1024,2536,86
1025,2541,95
1026,2546,94
1027,2548,86
1028,2548,70
1029,2549,92
1030,2554,54
1031,2556,100
1032,2557,52
1033,2559,89
1034,2563,82
1035,2563,87
1036,2565,91
1037,2569,81
1038,2572,100
1039,2576,83
1040,2579,90
1041,2580,91
1042,2580,62
1043,2583,87
1044,2586,93
1045,2586,76
1046,2589,88
1047,2593,97
1048,2595,56
1049,2598,74
1050,2598,59
1051,2599,81
1052,2601,53
1053,2604,80
1054,2608,67
1055,2609,64
1056,2610,98
1057,2612,77
1058,2613,63
1059,2618,94
1060,2622,92
1061,2626,88
1062,2628,87
1063,2632,57
1064,2636,78
1065,2636,54
1066,2641,66
1067,2642,77
1068,2647,58
1069,2647,63
1070,2650,53
1071,2654,79
1072,2658,60
1073,2658,55
1074,2661,53
1075,2662,92
1076,2667,92
1077,2667,90
1078,2672,90
1079,2674,56
1080,2678,55
1081,2679,73
1082,2684,94
1083,2688,86
1084,2692,88
1085,2696,99
1086,2700,78
1087,2701,57
1088,2701,78
1089,2701,96
1090,2705,82
1091,2710,87
1092,2712,92
1093,2716,51
1094,2716,84
1095,2719,66
1096,2721,84
1097,2722,60
1098,2722,78
1099,2724,83
1100,2728,97
1101,2729,86
1102,2732,82
1103,2734,78
1104,2734,84
1105,2735,53
1106,2735,66
1107,2739,52
1108,2742,80
1109,2744,80
1110,2749,55
1111,2750,62
1112,2753,86
1113,2753,69
1114,2757,75
1115,2757,98
1116,2762,92
1117,2762,60
1118,2766,81
1119,2771,87
1120,2773,100
1121,2774,88
1122,2779,77
1123,2783,82
1124,2784,79
1125,2789,98
1126,2792,87
1127,2797,80
1128,2802,90
1129,2802,67
1130,2802,87
1131,2804,64
1132,2809,57
1133,2811,100
1134,2811,100
1135,2815,77
1136,2815,72
1137,2818,52
1138,2821,85
1139,2826,65
1140,2827,81
1141,2829,93
1142,2834,85
1143,2838,64
1144,2840,96
1145,2843,72
1146,2843,99
1147,2846,87
1148,2851,92
1149,2856,75
1150,2857,68
1151,2862,52
1152,2866,76
1153,2871,90
1154,2873,89
1155,2876,74
1156,2880,65
1157,2885,66
1158,2889,77
1159,2889,67
1160,2892,82
1161,2894,59
1162,2894,78
1163,2894,59
1164,2898,71
1165,2898,74
1166,2899,60
1167,2901,87
1168,2902,90
1169,2905,67
1170,2909,84
1171,2910,50
1172,2914,86
1173,2915,67
1174,2919,75
1175,2923,94
1176,2927,64
1177,2931,52
1178,2934,58
1179,2936,75
1180,2939,59
1181,2943,78
1182,2947,86
1183,2947,77
1184,2947,89
1185,2947,55
1186,2949,54
1187,2950,57
1188,2954,98
1189,2959,65
1190,2961,92
1191,2965,90
1192,2966,63
1193,2971,76
1194,2971,64
1195,2972,80
1196,2977,76
1197,2977,71
1198,2978,65
1199,2978,66
1200,2980,85
1201,2984,56
1202,2987,71
1203,2992,51
1204,2993,73
1205,2995,98
1206,2997,81
1207,2998,66
1208,2998,89
1209,2998,77
1210,3000,91
1211,3000,62
1212,3005,68
1213,3007,51
1214,3011,76
1215,3014,54
1216,3017,98
1217,3022,80
1218,3027,54
1219,3031,58
1220,3036,66
1221,3040,84
1222,3044,98
1223,3048,90
1224,3048,84
1225,3052,96
1226,3052,75
1227,3055,85
1228,3056,56
1229,3058,55
1230,3061,67
1231,3064,83
1232,3064,100
1233,3065,70
1234,3069,61
1235,3072,90
1236,3075,66
1237,3079,77
1238,3083,92
1239,3087,89
1240,3088,94
1241,3092,75
1242,3097,89
1243,3101,78
1244,3103,82
1245,3106,86
1246,3108,94
1247,3108,70
1248,3110,87
1249,3112,70
1250,3117,53
1251,3117,57
1252,3121,58
1253,3126,88
1254,3131,61
1255,3131,93
1256,3134,73
1257,3135,94
1258,3138,94
1259,3138,72
1260,3138,54
1261,3141,55
1262,3144,93
1263,3149,53
1264,3150,88
1265,3154,98
1266,3158,75
1267,3159,76
1268,3161,65
1269,3164,95
1270,3169,58
1271,3169,82
1272,3173,66
1273,3175,73
1274,3179,53
1275,3182,81
1276,3182,53
1277,3182,88
1278,3187,91
1279,3191,69
1280,3192,69
1281,3196,87
1282,3198,61
1283,3198,68
1284,3201,74
1285,3206,67
1286,3211,85
1287,3215,77
1288,3218,81
1289,3221,53
1290,3223,100
1291,3226,66
1292,3227,50
1293,3229,70
1294,3232,73
1295,3235,98
1296,3238,71
1297,3242,51
1298,3246,78
1299,3248,99
1300,3250,64
1301,3251,100
1302,3255,88
1303,3255,77
1304,3256,65
1305,3258,66
1306,3261,74
1307,3262,90
1308,3263,99
1309,3266,71
1310,3271,68
1311,3271,56
1312,3274,90
1313,3276,88
1314,3280,72
1315,3281,53
1316,3281,94
1317,3286,77
1318,3287,61
1319,3287,61
1320,3288,68
1321,3289,98
1322,3292,77
1323,3295,94
1324,3300,80
1325,3302,75
1326,3303,98
1327,3305,89
1328,3305,74
1329,3305,56
1330,3305,61
1331,3307,95
1332,3307,55
1333,3309,82
1334,3311,84
1335,3315,90
1336,3318,53
1337,3318,98
1338,3322,50
1339,3322,80
1340,3326,83
1341,3329,80
1342,3334,81
1343,3338,58
1344,3339,55
1345,3340,86
1346,3344,72
1347,3347,100
1348,3347,67
1349,3350,58
1350,3355,76
1351,3357,60
1352,3362,77
1353,3362,59
1354,3367,57
1355,3368,53
1356,3369,83
1357,3371,64
1358,3376,98
1359,3379,71
1360,3380,77
1361,3382,94
1362,3386,96
1363,3389,98
1364,3393,53
1365,3396,85
1366,3398,90
1367,3399,73
1368,3401,82
1369,3402,69
1370,3403,57
1371,3408,85
1372,3413,98
1373,3414,82
1374,3416,66
1375,3418,98
1376,3420,53
1377,3420,93
1378,3423,66
1379,3425,91
1380,3427,68
1381,3432,79
1382,3434,97
1383,3435,62
1384,3435,57
1385,3436,62
1386,3437,95
1387,3440,68
1388,3444,89
1389,3449,96
1390,3452,93
1391,3456,96
1392,3456,78
1393,3459,99
1394,3462,98
1395,3463,65
1396,3468,68
1397,3473,91
1398,3478,97
1399,3479,81
1400,3480,51
1401,3481,85
1402,3485,74
1403,3490,60
1404,3490,80
1405,3492,95
1406,3492,91
1407,3496,53
1408,3496,88
1409,3499,65
1410,3499,66
1411,3501,95
1412,3506,62
1413,3506,74
1414,3510,100
1415,3511,70
1416,3516,84
1417,3520,59
1418,3522,89
1419,3523,71
1420,3524,69
1421,3524,52
1422,3529,100
1423,3534,97
1424,3534,82
1425,3534,95
1426,3537,78
1427,3540,82
1428,3542,82
1429,3542,77
1430,3544,61
1431,3546,66
1432,3548,92
1433,3550,66
1434,3552,77
1435,3552,84
1436,3553,84
1437,3555,94
1438,3555,80
1439,3559,89
1440,3560,78
1441,3565,100
1442,3569,56
1443,3569,91
1444,3574,91
1445,3579,92
1446,3581,65
1447,3586,88
1448,3586,59
1449,3590,79
1450,3594,82
1451,3599,66
1452,3603,97
1453,3606,89
1454,3610,87
1455,3613,87
1456,3617,82
1457,3618,98
1458,3623,88
1459,3623,69
1460,3625,80
1461,3629,94
1462,3630,80
1463,3630,67
1464,3633,93
1465,3634,66
1466,3637,64
1467,3637,55
1468,3642,88
1469,3646,97
1470,3649,95
1471,3651,61
1472,3653,58
1473,3654,85
1474,3659,64
1475,3663,78
1476,3664,83
1477,3665,65
1478,3669,100
1479,3669,59
1480,3669,91
1481,3674,85
1482,3677,51
1483,3680,60
1484,3684,63
1485,3685,83
1486,3689,53
1487,3694,86
1488,3698,63
1489,3699,59
1490,3699,52
1491,3699,50
1492,3700,64
1493,3701,50
1494,3701,54
1495,3706,83
1496,3709,79
1497,3712,74
1498,3712,52
1499,3712,82
1500,3717,88
1501,3722,85
1502,3727,80
1503,3732,74
1504,3732,50
1505,3736,55
1506,3738,62
1507,3740,74
1508,3740,68
1509,3740,96
1510,3741,85
1511,3743,70
1512,3748,65
1513,3753,55
1514,3757,82
1515,3757,100
1516,3760,67
1517,3763,100
1518,3767,91
1519,3768,62
1520,3770,69
1521,3773,87
1522,3775,93
1523,3775,52
1524,3775,62
1525,3780,99
1526,3780,79
1527,3783,61
1528,3783,73
1529,3785,71
1530,3790,87
1531,3793,78
1532,3793,71
1533,3793,94
1534,3793,77
1535,3796,92
1536,3799,77
1537,3801,55
1538,3801,50
1539,3806,75
1540,3808,69
1541,3808,95
1542,3808,95
1543,3809,68
1544,3809,78
1545,3813,70
1546,3813,75
1547,3817,87
1548,3819,99
1549,3823,80
1550,3823,83
1551,3827,50
1552,3829,99
1553,3833,98
1554,3834,77
1555,3837,85
1556,3838,68
1557,3842,59
1558,3845,84
1559,3850,86
1560,3854,89
1561,3857,60
1562,3860,88
1563,3863,100
1564,3863,83
1565,3864,84
1566,3867,85
1567,3871,83
1568,3876,86
1569,3876,80
1570,3880,93
1571,3885,91
1572,3888,100
1573,3892,54
1574,3894,51
1575,3896,87
1576,3899,61
1577,3901,79
1578,3901,86
1579,3904,74
1580,3904,94
1581,3908,65
1582,3909,51
1583,3909,58
1584,3912,94
1585,3914,79
1586,3919,83
1587,3923,85
1588,3924,74
1589,3924,69
1590,3924,85
1591,3924,98
1592,3928,73
1593,3929,54
1594,3932,73
1595,3934,82
1596,3936,57
1597,3939,81
1598,3942,68
1599,3947,55
1600,3952,97
1601,3953,81
1602,3955,74
1603,3959,61
1604,3959,56
1605,3963,93
1606,3968,85
1607,3969,67
1608,3969,88
1609,3974,87
1610,3977,58
1611,3980,67
1612,3981,60
1613,3982,88
1614,3985,71
1615,3989,87
1616,3989,78
1617,3989,95
1618,3991,96
1619,3996,73
1620,3998,58
1621,3998,85
1622,4000,93
1623,4002,73
1624,4005,52
1625,4007,77
1626,4011,58
1627,4011,86
1628,4012,58
1629,4014,81
1630,4014,95
1631,4018,51
1632,4023,53
1633,4023,90
1634,4026,64
1635,4031,71
1636,4034,67
1637,4034,79
1638,4035,63
1639,4036,67
1640,4039,61
1641,4043,60
1642,4047,89
1643,4049,96
1644,4051,50
1645,4051,55
1646,4054,83
1647,4059,83
1648,4060,60
1649,4065,66
1650,4070,78
1651,4071,55
1652,4072,76
1653,4072,74
1654,4076,100
1655,4078,50
1656,4081,54
1657,4081,100
1658,4083,85
1659,4088,94
1660,4088,55
1661,4088,86
1662,4090,50
1663,4094,61
1664,4097,56
1665,4102,55
1666,4104,61
1667,4107,55
1668,4112,52
1669,4117,73
1670,4118,100
1671,4121,53
1672,4125,58
1673,4126,52
1674,4126,79
1675,4126,77
1676,4130,70
1677,4135,50
1678,4135,80
1679,4137,94
1680,4142,55
1681,4146,86
1682,4148,85
1683,4153,70
1684,4158,68
1685,4159,91
1686,4160,86
1687,4164,79
1688,4167,87
1689,4171,86
1690,4172,76
1691,4174,58
1692,4178,66
1693,4180,80
1694,4180,76
1695,4185,55
1696,4189,100
1697,4194,82
1698,4195,80
1699,4196,69
1700,4200,55
1701,4201,99
1702,4206,99
1703,4206,52
1704,4208,71
1705,4208,59
1706,4210,99
1707,4214,92
1708,4218,75
1709,4219,93
1710,4220,54
1711,4223,68
1712,4224,100
1713,4229,73
1714,4232,66
1715,4236,98
1716,4237,71
1717,4238,76
1718,4242,53
1719,4245,67
1720,4249,77
1721,4249,97
1722,4252,78
1723,4253,87
1724,4257,64
1725,4262,66
1726,4264,84
1727,4268,62
1728,4272,69
1729,4273,70
1730,4274,74
1731,4279,69
1732,4282,58
1733,4286,53
1734,4288,71
1735,4288,78
1736,4291,67
1737,4296,53
1738,4299,73
1739,4302,89
1740,4304,72
1741,4304,73
1742,4307,60
1743,4308,86
1744,4309,96
1745,4309,88
1746,4309,84
1747,4311,99
1748,4313,56
1749,4313,81
1750,4318,94
1751,4320,96
1752,4320,92
1753,4324,56
1754,4325,56
1755,4325,56
1756,4328,99
1757,4332,74
1758,4332,88
1759,4337,51
1760,4338,71
1761,4340,95
1762,4343,93
1763,4346,53
1764,4351,94
1765,4352,60
1766,4357,51
1767,4360,95
1768,4364,73
1769,4365,70
1770,4367,94
1771,4367,93
1772,4368,50
1773,4368,92
1774,4369,61
1775,4372,70
1776,4376,72
1777,4376,50
1778,4377,76
1779,4382,53
1780,4382,70
1781,4382,71
1782,4383,96
1783,4384,72
1784,4389,93
1785,4394,87
1786,4396,78
1787,4401,89
1788,4403,52
1789,4406,68
1790,4406,81
1791,4406,98
1792,4409,95
1793,4410,58
1794,4413,88
1795,4417,53
1796,4419,95
1797,4424,87
1798,4429,73
1799,4434,51
1800,4435,92
1801,4435,53
1802,4435,75
1803,4437,93
1804,4441,63
1805,4443,99
1806,4448,50
1807,4449,94
1808,4453,57
1809,4453,67
1810,4455,58
1811,4455,63
1812,4458,52
1813,4462,89
1814,4467,98
1815,4469,54
1816,4469,84
1817,4471,90
1818,4475,56
1819,4476,91
1820,4478,89
1821,4482,61
1822,4486,72
1823,4488,98
1824,4489,73
1825,4494,86
1826,4496,59
1827,4496,73
1828,4499,54
1829,4499,53
1830,4502,81
1831,4506,86
1832,4506,91
1833,4506,75
1834,4510,77
1835,4514,53
1836,4514,84
1837,4517,95
1838,4520,80
1839,4522,52
1840,4527,65
1841,4530,82
1842,4532,94
1843,4537,58
1844,4542,63
1845,4547,62
1846,4551,68
1847,4553,87
1848,4558,73
1849,4559,51
1850,4559,75
1851,4562,79
1852,4565,98
1853,4566,71
1854,4568,50
1855,4569,60
1856,4574,72
1857,4574,54
1858,4577,63
1859,4580,70
1860,4582,58
1861,4585,61
1862,4587,56
1863,4590,84
1864,4592,61
1865,4596,53
1866,4601,61
1867,4606,86
1868,4611,99
1869,4612,64
1870,4613,69
1871,4615,56
1872,4615,50
1873,4620,100
1874,4620,86
1875,4620,91
1876,4623,93
1877,4623,72
1878,4624,50
1879,4629,98
1880,4633,85
1881,4636,82
1882,4638,65
1883,4638,59
1884,4638,55
1885,4641,75
1886,4644,64
1887,4645,89
1888,4645,68
1889,4650,71
1890,4653,71
1891,4657,85
1892,4661,78
1893,4663,86
1894,4664,55
1895,4665,87
1896,4670,87
1897,4673,69
1898,4674,75
1899,4674,64
1900,4675,76
1901,4680,61
1902,4680,94
1903,4681,79
1904,4683,72
1905,4687,61
1906,4687,66
1907,4690,79
1908,4690,94
1909,4694,58
1910,4694,78
1911,4694,55
1912,4696,60
1913,4697,95
1914,4701,50
1915,4702,62
1916,4705,94
1917,4706,56
1918,4711,100
1919,4715,96
1920,4720,60
1921,4720,72
1922,4724,100
