# Generated workload
name,arrival,burst
314,818,76
315,820,89
316,823,5
317,823,11
318,825,6
319,829,16
320,833,20
321,834,10
322,837,9
323,841,9
324,844,1
325,846,65
326,849,16
327,854,9
328,859,6
329,859,55
330,862,71
331,866,67
332,868,20
333,869,14
334,873,17
335,878,19
336,882,16
337,884,71
338,888,78
339,890,8
340,892,89
341,893,19
342,898,14
343,898,20
344,901,79
345,903,3
346,908,9
347,911,17
348,915,59
349,917,17
350,919,16
351,923,96
352,928,4
353,928,14
354,932,5
355,937,65
356,937,15
357,937,11
358,941,51
359,943,4
360,946,95
361,947,10
362,948,63
363,951,6
364,956,16
365,956,6
366,958,72
367,961,54
368,961,54
369,962,1
370,965,6
371,969,18
372,969,14
373,969,10
374,971,17
375,973,13
376,974,11
377,979,3
378,983,6
379,988,17
380,989,3
381,990,17
382,995,14
383,999,70
384,1003,87
385,1008,10
386,1009,6
387,1014,10
388,1017,11
389,1018,55
390,1023,93
391,1024,18
392,1028,15
393,1028,6
394,1029,1
395,1030,13
396,1034,10
397,1035,16
398,1039,14
399,1043,11
400,1044,17
401,1047,1
402,1052,50
403,1056,16
404,1059,9
405,1062,1
406,1065,84
407,1066,9
408,1071,12
409,1074,77
410,1075,91
411,1076,15
412,1079,2
413,1079,63
414,1081,19
415,1084,58
416,1087,90
417,1092,6
418,1096,15
419,1096,6
420,1098,96
421,1099,11
422,1101,17
423,1105,8
424,1109,15
425,1114,56
426,1114,18
427,1118,3
428,1120,14
429,1125,10
430,1128,15
431,1129,11
432,1132,10
433,1134,9
434,1139,16
435,1144,61
436,1149,54
437,1154,84
438,1158,18
439,1161,15
440,1161,77
441,1162,89
442,1164,19
443,1168,9
444,1169,2
445,1172,18
446,1176,2
447,1176,95
448,1176,65
449,1180,4
450,1181,17
451,1184,98
452,1187,64
453,1188,18
454,1192,85
455,1192,93
456,1192,12
457,1193,67
458,1194,15
459,1194,91
460,1197,17
461,1200,70
462,1203,14
463,1208,15
464,1213,10
465,1215,11
466,1219,19
467,1221,1
468,1223,8
469,1228,5
470,1232,3
471,1235,82
472,1237,10
473,1237,20
474,1239,11
475,1240,12
476,1241,2
477,1244,17
478,1249,6
479,1249,11
480,1249,20
481,1254,3
482,1256,12
483,1259,68
484,1261,63
485,1261,5
486,1264,20
487,1266,1
488,1270,18
489,1271,2
490,1272,12
491,1277,6
492,1282,6
493,1287,10
494,1287,6
495,1291,99
496,1294,91
497,1294,3
498,1295,3
499,1299,12
500,1304,6
501,1306,11
502,1310,1
503,1312,16
504,1316,3
505,1317,8
506,1318,14
507,1318,88
508,1318,4
509,1319,8
510,1321,12
511,1324,63
512,1328,20
513,1331,15
514,1334,3
515,1335,10
516,1336,57
517,1337,60
518,1341,94
519,1346,55
520,1347,68
521,1351,18
522,1351,83
523,1355,84
524,1360,3
525,1364,14
526,1366,6
527,1367,86
528,1367,19
529,1367,3
530,1372,70
531,1375,7
532,1375,5
533,1376,13
534,1379,69
535,1384,3
536,1387,91
537,1388,19
538,1388,17
539,1391,70
540,1391,96
541,1392,1
542,1393,66
543,1397,1
544,1400,83
545,1403,12
546,1403,16
547,1406,5
548,1408,15
549,1409,74
550,1414,75
551,1414,16
552,1419,3
553,1419,2
554,1421,15
555,1421,19
556,1425,7
557,1425,15
558,1425,88
559,1429,88
560,1432,20
561,1433,5
562,1434,79
563,1434,56
564,1439,17
565,1439,19
566,1442,3
567,1444,18
568,1447,61
569,1448,51
570,1451,18
571,1454,94
572,1458,18
573,1459,6
574,1460,20
575,1465,86
576,1468,83
577,1470,5
578,1475,11
579,1480,70
580,1480,99
581,1480,14
582,1480,10
583,1484,8
584,1487,18
585,1488,16
586,1489,19
587,1494,65
588,1498,66
589,1503,66
590,1506,10
591,1509,9
592,1513,16
593,1518,75
594,1519,3
595,1520,64
596,1520,12
597,1521,16
598,1524,66
599,1526,1
600,1530,97
601,1532,55
602,1534,18
603,1534,7
604,1539,3
605,1539,13
606,1539,74
607,1539,13
608,1539,88
609,1540,1
610,1542,9
611,1545,9
612,1546,17
613,1547,9
614,1548,3
615,1550,7
616,1552,9
617,1557,9
618,1559,12
619,1564,14
620,1564,50
621,1564,76
622,1569,5
623,1572,8
624,1576,19
625,1579,5
626,1584,96
627,1587,7
628,1590,8
629,1594,2
630,1598,15
631,1598,19
632,1599,99
633,1604,3
634,1607,12
635,1607,3
636,1608,9
637,1608,83
638,1613,67
639,1614,16
640,1617,94
641,1620,81
642,1624,19
643,1626,4
644,1628,20
645,1630,89
646,1635,19
647,1637,55
648,1642,16
649,1647,12
650,1650,71
651,1651,1
652,1651,3
653,1656,7
654,1658,19
655,1663,11
656,1667,70
657,1672,76
658,1677,64
659,1678,17
660,1682,3
661,1687,2
662,1687,50
663,1690,4
664,1691,20
665,1693,11
666,1696,3
667,1701,2
668,1703,19
669,1705,3
670,1710,10
671,1711,8
672,1713,5
673,1717,63
674,1720,84
675,1723,13
676,1728,18
677,1728,2
678,1729,11
679,1732,79
680,1737,3
681,1739,5
682,1744,3
683,1748,15
684,1748,17
685,1752,96
686,1752,19
687,1752,76
688,1752,75
689,1754,95
690,1759,56
691,1763,8
692,1763,15
693,1765,6
694,1770,16
695,1771,17
696,1775,11
697,1780,81
698,1785,10
699,1789,16
700,1792,80
701,1796,4
702,1801,65
703,1802,4
704,1803,91
705,1808,1
706,1812,6
707,1815,19
708,1815,13
709,1818,5
710,1822,7
711,1826,19
712,1831,15
713,1831,13
714,1836,4
715,1841,50
716,1842,16
717,1842,19
718,1842,8
719,1845,2
720,1849,14
721,1854,14
722,1858,52
723,1861,2
724,1865,17
725,1866,67
726,1870,94
727,1875,10
728,1879,14
729,1884,76
730,1886,80
731,1888,9
732,1890,15
733,1891,13
734,1893,3
735,1897,17
736,1897,19
737,1899,19
738,1901,52
739,1902,5
740,1903,77
741,1904,8
742,1904,97
743,1907,9
744,1909,73
745,1912,50
746,1916,2
747,1919,9
748,1919,8
749,1921,82
750,1923,59
751,1925,16
752,1927,71
753,1932,16
754,1937,1
755,1937,12
756,1938,14
757,1942,7
758,1943,8
759,1944,5
760,1945,12
761,1950,17
762,1951,8
763,1954,6
764,1956,7
765,1956,64
766,1961,2
767,1961,19
768,1963,63
769,1965,2
770,1966,1
771,1968,64
772,1969,18
773,1973,67
774,1975,3
775,1976,16
776,1980,1
777,1982,15
778,1982,12
779,1987,16
780,1990,13
781,1994,91
782,1999,12
783,2004,10
784,2009,5
785,2009,18
786,2010,6
787,2013,70
788,2014,15
789,2015,20
790,2018,12
791,2022,96
792,2023,18
793,2024,19
794,2024,79
795,2028,15
796,2033,7
797,2038,94
798,2040,60
799,2040,12
800,2044,14
801,2046,3
802,2051,1
803,2052,13
804,2055,17
805,2058,2
806,2061,8
807,2063,16
808,2063,19
809,2067,14
810,2068,87
811,2070,3
812,2075,83
813,2077,59
814,2080,5
815,2080,19
816,2083,93
817,2086,86
818,2091,8
819,2095,20
820,2097,10
821,2097,86
822,2099,10
823,2102,12
824,2103,53
825,2107,2
826,2107,55
827,2107,15
828,2108,13
829,2109,6
830,2111,15
831,2112,6
832,2113,7
833,2115,15
834,2117,20
835,2117,13
836,2117,19
837,2117,50
838,2119,14
839,2122,1
840,2127,5
841,2130,15
842,2134,7
843,2139,12
844,2143,9
845,2143,14
846,2143,20
847,2148,62
848,2151,76
849,2153,12
850,2158,4
851,2158,98
852,2161,9
853,2164,19
854,2166,81
855,2167,8
856,2171,18
857,2171,11
858,2172,19
859,2172,13
860,2175,3
861,2179,84
862,2181,15
863,2181,18
864,2185,78
865,2187,66
866,2189,75
867,2193,7
868,2197,60
869,2202,5
870,2203,86
871,2208,13
872,2210,20
873,2215,64
874,2217,8
875,2219,75
876,2223,4
877,2224,12
878,2227,65
879,2231,1
880,2235,7
881,2237,14
882,2241,77
883,2241,19
884,2241,75
885,2243,15
886,2246,19
887,2246,3
888,2249,61
889,2249,2
890,2250,13
891,2255,12
892,2259,17
893,2264,3
894,2269,2
895,2269,10
896,2269,20
897,2270,73
898,2271,14
899,2276,13
900,2276,64
901,2280,1
902,2280,71
903,2283,83
904,2283,51
905,2283,68
906,2285,4
907,2289,73
908,2293,97
909,2298,20
910,2300,19
911,2300,75
912,2305,12
913,2305,11
914,2305,19
915,2306,19
916,2309,3
917,2313,16
918,2313,18
919,2313,20
920,2314,7
921,2319,85
922,2324,12
923,2324,4
924,2328,5
925,2332,58
926,2332,9
927,2336,5
928,2336,9
929,2336,7
930,2339,3
931,2342,17
932,2346,5
933,2351,18
934,2351,4
935,2351,6
936,2354,5
937,2359,64
938,2359,19
939,2361,14
940,2363,3
941,2364,85
942,2367,91
943,2367,4
944,2372,8
945,2377,20
946,2378,61
947,2380,17
948,2383,5
949,2383,5
950,2384,68
951,2389,14
952,2393,17
953,2398,4
954,2398,13
955,2403,98
956,2406,2
957,2408,12
958,2409,59
959,2409,14
960,2409,13
961,2411,18
962,2411,97
963,2414,18
964,2419,89
965,2422,9
966,2422,18
967,2423,86
968,2425,86
969,2427,75
970,2427,11
971,2431,58
972,2436,9
973,2438,20
974,2442,89
975,2447,12
976,2451,16
977,2453,67
978,2453,20
979,2458,89
980,2460,15
981,2463,62
982,2468,18
983,2470,13
984,2474,88
985,2476,56
986,2479,10
987,2482,90
988,2485,68
989,2490,17
990,2492,1
991,2493,13
992,2494,15
993,2497,98
994,2500,18
995,2503,7
996,2505,5
997,2507,13
998,2511,14
999,2514,4
1000,2517,6
1001,2520,10
1002,2520,73
1003,2523,7
1004,2523,5
1005,2525,61
1006,2526,11
1007,2531,2
1008,2531,17
1009,2535,13
1010,2535,4
1011,2537,2
1012,2539,1
1013,2544,8
1014,2546,55
1015,2547,17
1016,2549,14
1017,2549,20
1018,2550,59
1019,2551,96
1020,2556,1
1021,2560,59
1022,2564,66
1023,2569,56
1024,2571,3
1025,2573,18
1026,2576,9
1027,2581,7
1028,2586,15
1029,2589,18
1030,2590,10
1031,2590,4
1032,2590,17
1033,2591,63
1034,2594,19
1035,2599,17
1036,2599,1
1037,2599,19
1038,2602,69
1039,2603,12
1040,2606,20
1041,2609,11
1042,2611,15
1043,2613,12
1044,2614,10
1045,2618,18
1046,2619,98
1047,2622,5
1048,2624,6
1049,2625,7
1050,2627,79
1051,2631,6
1052,2635,52
1053,2636,73
1054,2637,17
1055,2638,16
1056,2639,66
1057,2642,14
1058,2645,2
1059,2649,84
1060,2652,95
1061,2657,15
1062,2657,5
1063,2657,11
1064,2658,63
1065,2663,18
1066,2665,4
1067,2667,5
1068,2670,92
1069,2675,68
1070,2680,3
1071,2682,9
1072,2683,57
1073,2683,3
1074,2685,12
1075,2686,20
1076,2689,12
1077,2694,9
1078,2695,88
1079,2699,4
1080,2699,12
1081,2700,65
1082,2702,15
1083,2703,20
1084,2706,51
1085,2706,10
1086,2707,88
1087,2711,18
1088,2716,18
1089,2721,3
1090,2726,17
1091,2726,16
1092,2730,5
1093,2730,19
1094,2731,9
1095,2732,8
1096,2736,68
1097,2740,7
1098,2741,60
1099,2742,88
1100,2744,52
1101,2747,78
1102,2748,10
1103,2753,17
1104,2754,18
1105,2757,16
1106,2762,9
1107,2762,8
1108,2765,12
1109,2768,93
1110,2771,5
1111,2772,18
1112,2773,61
1113,2778,5
1114,2778,7
1115,2782,18
1116,2783,9
1117,2786,66
1118,2791,20
1119,2792,50
1120,2794,12
1121,2799,14
1122,2803,98
1123,2803,13
1124,2808,2
1125,2810,8
1126,2810,66
1127,2815,7
1128,2817,9
1129,2821,18
1130,2821,83
1131,2826,14
1132,2828,66
1133,2829,74
1134,2834,85
1135,2839,98
1136,2844,85
1137,2849,8
1138,2852,83
1139,2852,76
1140,2857,12
1141,2859,18
1142,2864,19
1143,2866,89
1144,2867,7
1145,2867,76
1146,2868,13
1147,2870,6
1148,2873,14
1149,2877,16
1150,2879,12
1151,2883,7
1152,2885,66
1153,2889,72
1154,2890,18
1155,2890,18
1156,2892,100
1157,2895,7
1158,2896,1
1159,2901,13
1160,2901,1
1161,2901,55
1162,2902,11
1163,2904,1
1164,2906,97
1165,2907,9
1166,2910,3
1167,2912,20
1168,2912,96
1169,2916,4
1170,2919,9
1171,2922,1
1172,2924,20
1173,2928,11
1174,2931,92
1175,2931,20
1176,2935,8
1177,2938,2
1178,2942,4
1179,2942,7
1180,2945,69
1181,2946,2
1182,2948,13
1183,2952,6
1184,2954,20
1185,2957,98
1186,2962,15
1187,2966,99
1188,2969,4
1189,2969,10
1190,2974,15
1191,2979,6
1192,2984,14
1193,2984,19
1194,2987,14
1195,2991,18
1196,2996,14
1197,2996,98
1198,3000,20
1199,3003,72
1200,3007,16
1201,3011,63
1202,3016,14
1203,3018,81
1204,3018,62
1205,3019,16
1206,3024,12
1207,3028,9
1208,3033,15
1209,3038,13
1210,3042,87
1211,3047,78
1212,3052,72
1213,3057,8
1214,3059,9
1215,3061,5
1216,3063,73
1217,3064,6
1218,3068,18
1219,3073,97
1220,3077,11
1221,3078,9
1222,3080,8
1223,3083,12
1224,3085,2
1225,3088,12
1226,3089,7
1227,3094,13
1228,3098,96
1229,3102,76
1230,3106,17
1231,3106,9
1232,3106,15
1233,3107,67
1234,3107,13
1235,3108,95
1236,3110,11
1237,3110,97
1238,3111,17
1239,3112,15
1240,3117,7
1241,3118,13
1242,3121,77
1243,3123,13
1244,3126,8
1245,3127,5
1246,3130,100
1247,3134,9
1248,3134,5
1249,3134,19
1250,3136,3
1251,3136,1
1252,3137,14
1253,3137,18
1254,3137,20
1255,3139,69
1256,3143,79
1257,3146,16
1258,3147,8
1259,3147,9
1260,3149,70
1261,3152,12
1262,3154,16
1263,3158,11
1264,3158,12
1265,3163,6
1266,3166,98
1267,3169,75
1268,3173,14
1269,3176,55
1270,3181,18
1271,3186,6
1272,3190,96
1273,3193,7
1274,3197,62
1275,3200,12
1276,3204,17
1277,3206,4
1278,3211,7
1279,3212,17
1280,3215,94
1281,3219,1
1282,3222,2
1283,3227,13
1284,3232,1
1285,3235,81
1286,3235,17
1287,3236,10
1288,3239,9
1289,3243,1
1290,3244,99
1291,3246,14
1292,3248,1
1293,3250,20
1294,3251,17
1295,3251,7
1296,3251,18
1297,3255,92
1298,3258,9
1299,3259,3
1300,3262,17
1301,3264,17
1302,3266,9
1303,3266,19
1304,3268,19
1305,3269,61
1306,3274,90
1307,3276,11
1308,3277,20
1309,3277,73
1310,3278,91
1311,3278,20
1312,3282,13
1313,3285,51
1314,3289,6
1315,3290,13
1316,3292,50
1317,3293,88
1318,3298,12
1319,3300,2
1320,3301,7
1321,3302,59
1322,3307,7
1323,3307,11
1324,3307,58
1325,3308,84
1326,3309,13
1327,3313,53
1328,3315,4
1329,3320,65
1330,3320,12
1331,3322,15
1332,3323,12
1333,3326,16
1334,3330,7
1335,3334,5
1336,3336,11
1337,3341,8
1338,3345,12
1339,3345,16
1340,3346,7
1341,3350,14
1342,3352,19
1343,3354,4
1344,3358,12
1345,3360,14
1346,3364,3
1347,3366,19
1348,3366,82
1349,3366,20
1350,3368,9
1351,3373,13
1352,3373,11
1353,3373,10
1354,3377,19
1355,3382,95
1356,3384,17
1357,3388,66
1358,3390,10
1359,3390,71
1360,3390,14
1361,3394,12
1362,3396,7
1363,3398,17
1364,3402,53
1365,3406,5
1366,3411,78
1367,3413,15
1368,3418,16
1369,3420,6
1370,3422,95
1371,3422,82
1372,3425,68
1373,3430,8
1374,3433,20
1375,3433,53
1376,3438,71
1377,3440,10
1378,3444,19
1379,3449,15
1380,3451,4
1381,3454,7
1382,3459,14
1383,3464,4
1384,3465,19
1385,3466,1
1386,3467,14
1387,3470,96
1388,3470,4
1389,3471,5
1390,3474,80
1391,3477,3
1392,3479,4
1393,3484,9
1394,3484,2
1395,3484,12
1396,3486,10
1397,3488,11
1398,3490,6
1399,3490,18
1400,3495,73
1401,3500,14
1402,3503,18
1403,3507,1
1404,3509,19
1405,3509,76
1406,3514,62
1407,3514,12
1408,3516,18
1409,3518,3
1410,3523,15
1411,3527,75
1412,3531,2
1413,3535,8
1414,3535,14
1415,3535,17
1416,3539,1
1417,3539,73
1418,3543,55
1419,3543,63
1420,3544,75
1421,3546,89
1422,3551,93
1423,3556,63
1424,3560,16
1425,3564,50
1426,3569,8
1427,3573,15
1428,3577,91
1429,3577,20
1430,3578,10
1431,3581,14
1432,3584,8
1433,3589,5
1434,3594,64
1435,3596,3
1436,3597,97
1437,3600,16
1438,3602,76
1439,3604,51
1440,3606,18
1441,3607,6
1442,3610,14
1443,3613,88
1444,3618,3
1445,3623,16
1446,3626,10
1447,3628,6
1448,3630,15
1449,3635,66
1450,3638,7
1451,3642,11
1452,3643,70
1453,3645,13
1454,3647,7
1455,3651,59
1456,3656,19
1457,3656,19
1458,3659,87
1459,3662,17
1460,3662,4
1461,3667,6
1462,3668,5
1463,3669,5
1464,3671,16
1465,3672,53
1466,3673,8
1467,3676,9
1468,3676,3
1469,3677,16
1470,3679,17
1471,3681,8
1472,3681,11
1473,3683,11
1474,3688,13
1475,3693,12
1476,3696,18
1477,3701,72
1478,3703,97
1479,3704,16
1480,3709,9
1481,3713,76
1482,3714,52
1483,3716,9
1484,3719,9
1485,3721,53
1486,3723,93
1487,3727,9
1488,3730,12
1489,3731,70
1490,3731,3
1491,3735,12
1492,3740,1
1493,3742,4
1494,3743,85
1495,3745,55
1496,3750,62
1497,3751,19
1498,3755,16
1499,3758,7
1500,3759,19
1501,3764,9
1502,3765,85
1503,3765,52
1504,3770,20
1505,3770,16
1506,3770,59
1507,3771,17
1508,3773,10
1509,3777,14
1510,3779,1
1511,3781,16
1512,3781,12
1513,3785,4
1514,3785,7
1515,3787,17
1516,3788,50
1517,3793,12
1518,3793,77
1519,3793,98
1520,3794,5
1521,3794,19
1522,3797,62
1523,3800,78
1524,3801,5
1525,3801,55
1526,3805,68
1527,3806,6
1528,3809,12
1529,3812,6
1530,3813,55
1531,3816,11
1532,3820,98
1533,3821,70
1534,3823,14
1535,3826,2
1536,3831,90
1537,3834,5
1538,3837,4
1539,3837,72
1540,3842,14
1541,3846,14
1542,3850,79
1543,3850,6
1544,3850,3
1545,3853,20
1546,3854,8
1547,3856,7
1548,3860,8
1549,3860,12
1550,3862,19
1551,3867,3
1552,3870,2
1553,3873,7
1554,3874,17
1555,3875,67
1556,3876,9
1557,3879,11
1558,3884,11
1559,3889,51
1560,3890,10
1561,3890,3
1562,3892,18
1563,3896,70
1564,3896,64
1565,3897,99
1566,3899,8
1567,3902,65
1568,3902,12
1569,3907,15
1570,3912,1
1571,3916,10
1572,3916,9
1573,3917,15
1574,3917,5
1575,3917,1
1576,3922,53
1577,3922,11
1578,3927,20
1579,3928,8
1580,3929,19
1581,3934,15
1582,3939,18
1583,3941,4
1584,3944,15
1585,3946,88
1586,3946,8
1587,3951,8
1588,3951,3
1589,3951,12
1590,3955,74
1591,3959,7
1592,3960,3
1593,3963,13
1594,3965,1
1595,3969,9
1596,3974,74
1597,3976,10
1598,3978,11
1599,3982,73
1600,3985,81
1601,3988,1
1602,3992,61
1603,3992,11
1604,3995,96
1605,3996,19
1606,4001,14
1607,4001,13
1608,4006,3
1609,4006,17
1610,4006,1
1611,4010,8
1612,4013,19
1613,4018,67
1614,4022,85
1615,4022,2
1616,4022,5
1617,4025,6
1618,4029,92
1619,4034,15
1620,4037,16
1621,4037,92
1622,4041,13
1623,4045,56
1624,4045,14
1625,4050,20
1626,4053,1
1627,4056,11
1628,4060,19
1629,4065,87
1630,4066,72
1631,4066,12
1632,4069,96
1633,4073,15
1634,4075,20
1635,4076,2
1636,4079,14
1637,4082,17
1638,4085,7
1639,4087,18
1640,4088,16
1641,4093,17
1642,4096,10
1643,4099,8
1644,4101,20
1645,4105,11
1646,4110,7
1647,4114,74
1648,4118,16
1649,4118,59
1650,4118,20
1651,4119,74
1652,4121,19
1653,4121,81
1654,4121,19
1655,4124,19
1656,4125,65
1657,4130,90
1658,4130,85
1659,4133,2
1660,4135,17
1661,4136,16
1662,4138,71
1663,4140,94
1664,4141,88
1665,4146,85
1666,4149,82
1667,4149,85
1668,4150,19
1669,4151,73
1670,4151,19
1671,4152,5
1672,4156,78
1673,4161,14
1674,4163,1
1675,4164,9
1676,4169,15
1677,4171,2
1678,4173,16
1679,4178,16
1680,4182,69
1681,4183,58
1682,4188,10
1683,4193,12
1684,4194,3
1685,4194,16
1686,4196,87
1687,4197,15
1688,4198,67
1689,4202,100
1690,4203,12
1691,4206,14
1692,4207,9
1693,4208,56
1694,4211,15
1695,4211,18
1696,4213,13
1697,4217,8
1698,4221,9
1699,4223,2
1700,4228,69
1701,4229,19
1702,4232,62
1703,4234,87
1704,4235,50
1705,4235,3
1706,4239,20
1707,4242,20
1708,4247,59
1709,4252,12
1710,4255,11
1711,4256,17
1712,4261,55
1713,4263,2
1714,4264,73
1715,4267,55
1716,4270,93
1717,4271,10
1718,4273,10
1719,4276,1
1720,4277,8
1721,4279,13
1722,4283,6
1723,4284,19
1724,4286,55
1725,4289,68
1726,4290,74
1727,4290,20
1728,4292,9
1729,4295,2
1730,4298,100
1731,4299,17
1732,4299,86
1733,4301,62
1734,4303,66
1735,4308,3
1736,4313,60
1737,4314,56
1738,4317,3
1739,4320,20
1740,4322,3
1741,4326,11
1742,4328,63
1743,4333,75
1744,4335,1
1745,4336,20
1746,4336,14
1747,4341,11
1748,4345,91
1749,4349,73
1750,4354,6
1751,4358,71
1752,4359,10
1753,4363,55
1754,4367,4
1755,4372,86
1756,4376,9
1757,4380,57
1758,4382,55
1759,4383,12
1760,4388,19
1761,4392,57
1762,4394,14
1763,4396,57
1764,4397,1
1765,4397,2
1766,4398,82
1767,4403,10
1768,4406,17
1769,4410,13
1770,4413,10
1771,4417,84
1772,4418,20
1773,4418,74
1774,4421,11
1775,4425,14
1776,4427,19
1777,4427,11
1778,4428,4
1779,4432,4
1780,4432,83
1781,4434,7
1782,4434,18
1783,4435,8
1784,4437,66
1785,4442,5
1786,4443,9
1787,4446,75
1788,4449,8
1789,4450,58
1790,4452,98
1791,4454,84
1792,4457,2
1793,4460,1
1794,4462,20
1795,4467,90
1796,4472,18
1797,4475,14
1798,4480,16
1799,4482,84
1800,4487,16
1801,4490,3
1802,4490,11
1803,4491,2
1804,4491,63
1805,4496,100
1806,4498,1
1807,4503,20
1808,4508,5
1809,4510,5
1810,4512,77
1811,4514,54
1812,4517,18
1813,4521,19
1814,4522,14
1815,4527,8
1816,4531,6
1817,4532,4
1818,4536,82
1819,4540,74
1820,4545,92
1821,4550,79
1822,4554,17
1823,4554,2
1824,4556,64
1825,4558,15
1826,4563,83
1827,4567,19
1828,4568,55
1829,4573,19
1830,4577,55
1831,4582,65
1832,4584,2
1833,4586,80
1834,4591,80
1835,4593,85
1836,4597,10
1837,4601,86
1838,4605,13
1839,4606,15
1840,4609,14
1841,4610,8
1842,4614,11
1843,4618,20
1844,4620,12
1845,4622,6
1846,4624,11
1847,4624,62
1848,4629,70
1849,4633,68
1850,4633,7
1851,4638,4
1852,4643,4
1853,4643,16
1854,4645,8
1855,4648,98
1856,4650,1
1857,4652,9
1858,4652,16
1859,4653,66
1860,4654,16
1861,4658,15
1862,4658,7
1863,4663,90
1864,4667,83
1865,4667,17
1866,4671,19
1867,4672,10
1868,4677,11
1869,4678,4
1870,4678,15
1871,4683,19
1872,4686,81
1873,4687,69
1874,4691,7
1875,4692,4
1876,4692,17
1877,4695,65
1878,4695,11
1879,4699,1
1880,4699,84
1881,4699,1
1882,4700,10
1883,4704,3
1884,4709,52
1885,4710,59
1886,4712,66
1887,4712,15
1888,4712,66
1889,4715,90
1890,4719,15
1891,4724,7
1892,4725,10
1893,4729,16
1894,4729,58
1895,4729,91
1896,4731,9
1897,4732,10
1898,4734,52
1899,4737,2
1900,4737,75
1901,4737,90
1902,4739,57
1903,4740,11
1904,4745,10
1905,4746,80
1906,4747,5
1907,4752,72
1908,4755,15
1909,4756,16
1910,4759,3
1911,4764,20
1912,4768,18
1913,4771,15
1914,4774,15
1915,4776,7
1916,4780,3
1917,4781,20
1918,4785,86
